english,singular,plural,article,noun,x,y,possessive,croatian,n_words
Bug,Der Käfer,Die Käfer,Der,Käfer,buba,1,moja,Moja buba,2
Bucket,Der Eimer,Die Eimer,Der,Eimer,kanta,1,moja,Moja kanta,2
Column,Die Säule,Die Säulen,Die,Säule,stup,0,moj,Moj stup,2
Damage,Der Schaden,-,Der,Schaden,šteta,1,moja,Moja šteta,2
Instrument,Das Instrument,Die Instrumente,Das,Instrument,instrument,0,moj,Moj instrument,2
Layer,Die Schicht,Die Schichten,Die,Schicht,smjena,1,moja,Moja smjena,2
Garbage,Der Müll,-,Der,Müll,smeće,2,moje,Moje smeće,2
Rib,Die Rippe,Die Rippen,Die,Rippe,rebro,2,moje,Moje rebro,2
Notebook,Das Notizbuch,Die Notizbücher,Das,Notizbuch,bilježnica,1,moja,Moja bilježnica,2
Corn,Der Mais,-,Der,Mais,kukuruz,0,moj,Moj kukuruz,2
Offer,Das Angebot,Die Angebote,Das,Angebot,ponuda,1,moja,Moja ponuda,2
Drawing,Die Zeichnung,Die Zeichnungen,Die,Zeichnung,crtež,0,moj,Moj crtež,2
Statement,Die Aussage,Die Aussagen,Die,Aussage,izjava,1,moja,Moja izjava,2
Intelligence,Die Intelligenz,-,Die,Intelligenz,inteligencija,1,moja,Moja inteligencija,2
Landing,Die Landung,Die Landungen,Die,Landung,slijetanje,2,moje,Moje slijetanje,2
Curiosity,Die Neugierde,-,Die,Neugierde,znatiželja,1,moja,Moja znatiželja,2
Border,Die Grenze,Die Grenzen,Die,Grenze,granica,1,moja,Moja granica,2
Poetry,Die Poesie,-,Die,Poesie,poezija,1,moja,Moja poezija,2
Rise,Der Anstieg,Die Anstiege,Der,Anstieg,uspon,0,moj,Moj uspon,2
Handful,Die Handvoll,Die Handvoll,Die,Handvoll,šačica,1,moja,Moja šačica,2
China,Das Porzellan,-,Das,Porzellan,porculan,0,moj,Moj porculan,2
French,Der Franzose,Die Franzosen,Der,Franzose,francuz,0,moj,Moj Francuz,2
Mean,Der Durchschnitt,Die Durchschnitte,Der,Durchschnitt,prosjek,0,moj,Moj prosjek,2
Deer,Das Reh,Die Rehe,Das,Reh,jelen,0,moj,Moj jelen,2
Rail,Die Schiene,Die Schienen,Die,Schiene,udlaga,1,moja,Moja udlaga,2
Courage,Der Mut,-,Der,Mut,hrabrost,1,moja,Moja hrabrost,2
Arrival,Die Ankunft,Die Ankünfte,Die,Ankunft,dolazak,0,moj,Moj dolazak,2
Idiot,Der Idiot,Die Idioten,Der,Idiot,idiot,0,moj,Moj idiot,2
Bull,Der Stier,Die Stiere,Der,Stier,bik,0,moj,Moj bik,2
Seed,Der Samen,Die Samen,Der,Samen,sjeme,2,moje,Moje sjeme,2
Progress,Der Fortschritt,-,Der,Fortschritt,napredak,0,moj,Moj napredak,2
Citizen,Der Bürger,Die Bürger,Der,Bürger,građanin,0,moj,Moj građanin,2
Log,Der Baumstamm,Die Baumstämme,Der,Baumstamm,deblo,2,moje,Moje deblo,2
Patience,Die Geduld,-,Die,Geduld,strpljenje,2,moje,Moje strpljenje,2
Bat,Die Fledermaus,Die Fledermäuse,Die,Fledermaus,palica,1,moja,Moja palica,2
Football,Der Fußball,Die Fußbälle,Der,Fußball,nogomet,0,moj,Moj nogomet,2
Routine,Die Routine,Die Routinen,Die,Routine,rutina,1,moja,Moja rutina,2
Explosion,Die Explosion,Die Explosionen,Die,Explosion,eksplozija,1,moja,Moja eksplozija,2
Content,Der Inhalt,Die Inhalte,Der,Inhalt,sadržaj,0,moj,Moj sadržaj,2
Scientist,Der Wissenschaftler,Die Wissenschaftler,Der,Wissenschaftler,znanstvenik,0,moj,Moj znanstvenik,2
Failure,Das Versagen,Die Versagen,Das,Versagen,neuspjeh,0,moj,Moj neuspjeh,2
Sin,Die Sünde,Die Sünden,Die,Sünde,grijeh,0,moj,Moj grijeh,2
Confusion,Die Verwirrung,-,Die,Verwirrung,zbunjenost,1,moja,Moja zbunjenost,2
Understanding,Das Verständnis,-,Das,Verständnis,razumijevanje,2,moje,Moje razumijevanje,2
Trade,Der Handel,Die Handel,Der,Handel,trgovanje,2,moje,Moje trgovanje,2
Refrigerator,Der Kühlschrank,Die Kühlschränke,Der,Kühlschrank,hladnjak,0,moj,Moj hladnjak,2
Net,Das Netz,Die Netze,Das,Netz,mreža,1,moja,Moja mreža,2
Sailor,Der Matrose,Die Matrosen,Der,Matrose,mornar,0,moj,Moj mornar,2
Attitude,Die Einstellung,Die Einstellungen,Die,Einstellung,stav,0,moj,Moj stav,2
Guilt,Die Schuld,-,Die,Schuld,greška,1,moja,Moja greška,2
Sip,Der Schluck,Die Schlucke,Der,Schluck,gutljaj,0,moj,Moj gutljaj,2
Travel,Das Reisen,Die Reisen,Das,Reisen,putovanja,1,moja,Moja putovanja,2
Cookie,Der Keks,Die Kekse,Der,Keks,kolačić,0,moj,Moj kolačić,2
Escape,Die Flucht,Die Fluchten,Die,Flucht,bijeg,0,moj,Moj bijeg,2
Instruction,Die Anweisung,Die Anweisungen,Die,Anweisung,uputa,1,moja,Moja uputa,2
Marble,Der Marmor,Die Marmore,Der,Marmor,mramor,0,moj,Moj mramor,2
Cottage,Die Hütte,Die Hütten,Die,Hütte,koliba,1,moja,Moja koliba,2
Monkey,Der Affe,Die Affen,Der,Affe,majmun,0,moj,Moj majmun,2
Makeup,Das Make-up,-,Das,Make-up,šminka,1,moja,Moja šminka,2
Blouse,Die Bluse,Die Blusen,Die,Bluse,bluza,1,moja,Moja bluza,2
Rhythm,Der Rhythmus,Die Rhythmen,Der,Rhythmus,ritam,0,moj,Moj ritam,2
Steam,Der Dampf,-,Der,Dampf,steam,0,moj,Moj Steam,2
Phrase,Die Phrase,Die Phrasen,Die,Phrase,fraza,1,moja,Moja fraza,2
Cook,Der Koch,Die Köche,Der,Koch,kuhar,0,moj,Moj kuhar,2
Flag,Die Flagge,Die Flaggen,Die,Flagge,zastava,1,moja,Moja zastava,2
Coach,Der Trainer,Die Trainer,Der,Trainer,trener,0,moj,Moj trener,2
Swing,Der Schwung,Die Schwünge,Der,Schwung,zamah,0,moj,Moj zamah,2
Speaker,Der Lautsprecher,Die Lautsprecher,Der,Lautsprecher,zvučnik,0,moj,Moj zvučnik,2
Bolt,Der Bolzen,Die Bolzen,Der,Bolzen,vijak,0,moj,Moj vijak,2
Fat,Das Fett,Die Fette,Das,Fett,mast,1,moja,Moja mast,2
Knock,Das Klopfen,-,Das,Klopfen,tapkanje,2,moje,Moje tapkanje,2
Round,Die Runde,Die Runden,Die,Runde,runda,1,moja,Moja runda,2
Straw,Der Strohhalm,Die Strohhalme,Der,Strohhalm,slamka,1,moja,Moja slamka,2
Hatch,Die Luke,Die Luken,Die,Luke,otvor,0,moj,Moj otvor,2
Fork,Die Gabel,Die Gabeln,Die,Gabel,vilica,1,moja,Moja vilica,2
Evil,Das Böse,-,Das,Böse,zlo,2,moje,Moje zlo,2
Maid,Die Dienstmädchen,-,Die,Dienstmädchen,sluškinje,2,moje,Moje sluškinje,2
Witch,Die Hexe,Die Hexen,Die,Hexe,vještica,1,moja,Moja vještica,2
Courtyard,Der Innenhof,Die Innenhöfe,Der,Innenhof,dvorište,2,moje,Moje dvorište,2
Bubble,Die Blase,Die Blasen,Die,Blase,mjehur,0,moj,Moj mjehur,2
Reader,Der Leser,Die Leser,Der,Leser,čitatelj,0,moj,Moj čitatelj,2
Curl,Die Locke,Die Locken,Die,Locke,kovrča,1,moja,Moja kovrča,2
Union,Die Union,Die Unionen,Die,Union,unija,1,moja,Moja unija,2
Teenager,Der Teenager,Die Teenager,Der,Teenager,tinejdžer,0,moj,Moj tinejdžer,2
Waitress,Die Kellnerin,Die Kellnerinnen,Die,Kellnerin,konobarica,1,moja,Moja konobarica,2
Rumor,Das Gerücht,Die Gerüchte,Das,Gerücht,glasina,1,moja,Moja glasina,2
Gravity,Die Schwerkraft,-,Die,Schwerkraft,gravitacija,1,moja,Moja gravitacija,2
Shelter,Das Schutz,Die Schutz,Das,Schutz,zaštita,1,moja,Moja zaštita,2
Adventure,Das Abenteuer,Die Abenteuer,Das,Abenteuer,avantura,1,moja,Moja avantura,2
Lion,Der Löwe,Die Löwen,Der,Löwe,lav,0,moj,Moj lav,2
Spine,Die Wirbelsäule,Die Wirbelsäulen,Die,Wirbelsäule,kralježnica,1,moja,Moja kralježnica,2
Confidence,Das Vertrauen,Die Vertrauen,Das,Vertrauen,povjerenje,2,moje,Moje povjerenje,2
Depth,Die Tiefe,Die Tiefen,Die,Tiefe,dubina,1,moja,Moja dubina,2
Reach,Die Reichweite,Die Reichweiten,Die,Reichweite,doseg,0,moj,Moj doseg,2
Hammer,Der Hammer,Die Hämmer,Der,Hammer,čekić,0,moj,Moj čekić,2
Bible,Die Bibel,Die Bibeln,Die,Bibel,biblija,1,moja,Moja Biblija,2
Contract,Der Vertrag,Die Verträge,Der,Vertrag,ugovor,0,moj,Moj ugovor,2
Jungle,Der Dschungel,Die Dschungel,Der,Dschungel,džungla,1,moja,Moja džungla,2
Factory,Die Fabrik,Die Fabriken,Die,Fabrik,tvornica,1,moja,Moja tvornica,2
Indian,Der Indianer,Die Indianer,Der,Indianer,indijanac,0,moj,Moj Indijanac,2
Balcony,Der Balkon,Die Balkone,Der,Balkon,balkon,0,moj,Moj balkon,2
Rice,Der Reis,-,Der,Reis,riža,1,moja,Moja riža,2
Knot,Der Knoten,Die Knoten,Der,Knoten,čvor,0,moj,Moj čvor,2
Colleague,Der Kollege,Die Kollegen,Der,Kollege,kolega,0,moj,Moj kolega,2
Intention,Die Absicht,Die Absichten,Die,Absicht,namjera,1,moja,Moja namjera,2
Stare,Der starren,-,Der,starren,buljenje,2,moje,Moje buljenje,2
Motel,Das Motel,Die Motels,Das,Motel,motel,0,moj,Moj motel,2
Discussion,Die Diskussion,Die Diskussionen,Die,Diskussion,rasprava,1,moja,Moja rasprava,2
Atmosphere,Die Atmosphäre,Die Atmosphären,Die,Atmosphäre,atmosfera,1,moja,Moja atmosfera,2
Performance,Die Aufführung,Die Aufführungen,Die,Aufführung,izvedba,1,moja,Moja izvedba,2
Tension,Die Spannung,Die Spannungen,Die,Spannung,napetost,1,moja,Moja napetost,2
Text,Der Text,Die Texte,Der,Text,tekst,0,moj,Moj tekst,2
Vein,Die Ader,Die Adern,Die,Ader,vena,1,moja,Moja vena,2
Expert,Der Experte,Die Experten,Der,Experte,stručnjak,0,moj,Moj stručnjak,2
Gang,Die Bande,Die Banden,Die,Bande,banda,1,moja,Moja banda,2
Cancer,Der Krebs,-,Der,Krebs,rak,0,moj,Moj rak,2
Fox,Der Fuchs,Die Füchse,Der,Fuchs,lisica,1,moja,Moja lisica,2
Divorce,Die Scheidung,Die Scheidungen,Die,Scheidung,razvod,0,moj,Moj razvod,2
Pulse,Der Puls,Die Pulse,Der,Puls,puls,0,moj,Moj puls,2
Absence,Die Abwesenheit,-,Die,Abwesenheit,odsutnost,1,moja,Moja odsutnost,2
Violence,Die Gewalt,-,Die,Gewalt,nasilje,2,moje,Moje nasilje,2
Humor,Der Humor,-,Der,Humor,humor,0,moj,Moj humor,2
Gravel,Der Kies,-,Der,Kies,šljunak,0,moj,Moj šljunak,2
Butter,Die Butter,-,Die,Butter,maslac,0,moj,Moj maslac,2
Switch,Der Schalter,Die Schalter,Der,Schalter,prekidač,0,moj,Moj prekidač,2
Cigar,Die Zigarre,Die Zigarren,Die,Zigarre,cigara,1,moja,Moja cigara,2
Canvas,Die Leinwand,Die Leinwände,Die,Leinwand,platno,2,moje,Moje platno,2
Pin,Die Stecknadel,Die Stecknadeln,Die,Stecknadel,pribadača,1,moja,Moja pribadača,2
Actor,Der Schauspieler,Die Schauspieler,Der,Schauspieler,glumac,0,moj,Moj glumac,2
Whole,Das Ganze,-,Das,Ganze,cijeli,0,moj,Moj cijeli,2
Arrangement,Die Anordnung,Die Anordnungen,Die,Anordnung,aranžman,0,moj,Moj aranžman,2
Brown,Das Braun,-,Das,Braun,smeđa,1,moja,Moja smeđa,2
Host,Der Gastgeber,Die Gastgeber,Der,Gastgeber,domaćin,0,moj,Moj domaćin,2
Scarf,Der Schal,Die Schals,Der,Schal,šal,0,moj,Moj šal,2
Scale,Die Skala,Die Skalen,Die,Skala,ljestvica,1,moja,Moja ljestvica,2
Arrow,Der Pfeil,Die Pfeile,Der,Pfeil,strijela,1,moja,Moja strijela,2
Temperature,Die Temperatur,Die Temperaturen,Die,Temperatur,temperatura,1,moja,Moja temperatura,2
Technology,Die Technologie,Die Technologien,Die,Technologie,tehnologija,1,moja,Moja tehnologija,2
Permission,Die Erlaubnis,Die Erlaubnisse,Die,Erlaubnis,dopuštenje,2,moje,Moje dopuštenje,2
Location,Der Standort,Die Standorte,Der,Standort,lokacija,1,moja,Moja lokacija,2
Claw,Die Klaue,Die Klauen,Die,Klaue,kandža,1,moja,Moja kandža,2
Cowboy,Der Cowboy,Die Cowboys,Der,Cowboy,kauboj,0,moj,Moj kauboj,2
Agency,Die Agentur,Die Agenturen,Die,Agentur,agencija,1,moja,Moja agencija,2
Construction,Der Bau,-,Der,Bau,jazbina,1,moja,Moja jazbina,2
Hunting,Die Jagd,-,Die,Jagd,lov,0,moj,Moj lov,2
Vegetable,Das Gemüse,Die Gemüse,Das,Gemüse,povrće,2,moje,Moje povrće,2
Helicopter,Der Hubschrauber,Die Hubschrauber,Der,Hubschrauber,helikopter,0,moj,Moj helikopter,2
Trap,Die Falle,Die Fallen,Die,Falle,zamka,1,moja,Moja zamka,2
Gap,Die Lücke,Die Lücken,Die,Lücke,jaz,0,moj,Moj jaz,2
Pet,Das Haustier,Die Haustiere,Das,Haustier,ljubimac,0,moj,Moj ljubimac,2
Education,Das Bildung,-,Das,Bildung,obrazovanje,2,moje,Moje obrazovanje,2
Shopping,Die Einkauf,Die Einkäufe,Die,Einkauf,kupnja,1,moja,Moja kupnja,2
Shed,Der Schuppen,Die Schuppen,Der,Schuppen,šupa,1,moja,Moja šupa,2
Agreement,Die Vereinbarung,Die Vereinbarungen,Die,Vereinbarung,dogovor,0,moj,Moj dogovor,2
Duke,Der Herzog,Die Herzog,Der,Herzog,vojvoda,0,moj,Moj vojvoda,2
Shotgun,Das Schrotflinte,Die Schrotflinten,Das,Schrotflinte,sačmarica,1,moja,Moja sačmarica,2
Rear,Das Heck,-,Das,Heck,stražnjica,1,moja,Moja stražnjica,2
Ceremony,Die Zeremonie,Die Zeremonien,Die,Zeremonie,ceremonija,1,moja,Moja ceremonija,2
Spoon,Der Löffel,Die Löffel,Der,Löffel,žlica,1,moja,Moja žlica,2
Tub,Die Badewanne,Die Badewannen,Die,Badewanne,kada,1,moja,Moja kada,2
Iris,Die Iris,Die Irisse,Die,Iris,šarenica,1,moja,Moja šarenica,2
Incident,Der Vorfall,Die Vorfälle,Der,Vorfall,incident,0,moj,Moj incident,2
Crash,Der Zusammenstoß,Die Zusammenstöße,Der,Zusammenstoß,sudar,0,moj,Moj sudar,2
Journal,Das Journal,Die Journale,Das,Journal,dnevnik,0,moj,Moj dnevnik,2
Brass,Das Messing,-,Das,Messing,mjed,0,moj,Moj mjed,2
Mommy,Die Mama,Die Mamas,Die,Mama,mama,1,moja,Moja mama,2
Sheep,Das Schaf,Die Schafe,Das,Schaf,ovce,2,moje,Moje ovce,2
Engineer,Der Ingenieur,Die Ingenieure,Der,Ingenieur,inženjer,0,moj,Moj inženjer,2
Hull,Der Rumpf,Die Rümpfe,Der,Rumpf,torzo,0,moj,Moj torzo,2
Rag,Das Lumpen,Die Lumpen,Das,Lumpen,krpe,2,moje,Moje krpe,2
Good,Das Gute,-,Das,Gute,dobar,0,moj,Moj dobar,2
Dude,Der Typ,Die Typen,Der,Typ,tip,0,moj,Moj tip,2
Treatment,Die Behandlung,Die Behandlungen,Die,Behandlung,tretman,0,moj,Moj tretman,2
Wisdom,Die Weisheit,-,Die,Weisheit,mudrost,1,moja,Moja mudrost,2
Element,Das Element,Die Elemente,Das,Element,element,0,moj,Moj element,2
Giant,Der Riese,Die Riesen,Der,Riese,div,0,moj,Moj div,2
Napkin,Die Serviette,Die Servietten,Die,Serviette,salveta,1,moja,Moja salveta,2
Laundry,Die Wäsche,-,Die,Wäsche,rublje,2,moje,Moje rublje,2
Request,Die Anfrage,Die Anfragen,Die,Anfrage,upit,0,moj,Moj upit,2
Ranch,Die Ranch,Die Ranches,Die,Ranch,ranč,0,moj,Moj ranč,2
Script,Das Skript,Die Skripte,Das,Skript,skripta,1,moja,Moja skripta,2
Ford,Die Furt,Die Furten,Die,Furt,ford,0,moj,Moj ford,2
Widow,Die Witwe,Die Witwen,Die,Witwe,udovica,1,moja,Moja udovica,2
Crow,Die Krähe,Die Krähen,Die,Krähe,vrana,1,moja,Moja vrana,2
Suicide,Der Selbstmord,Die Selbstmorde,Der,Selbstmord,samoubojstvo,2,moje,Moje samoubojstvo,2
Gallery,Die Galerie,Die Galerien,Die,Galerie,galerija,1,moja,Moja galerija,2
Vessel,Das Gefäß,Die Gefäße,Das,Gefäß,plovilo,2,moje,Moje plovilo,2
Thunder,Der Donner,-,Der,Donner,grmljavina,1,moja,Moja grmljavina,2
Soap,Die Seife,Die Seifen,Die,Seife,sapun,0,moj,Moj sapun,2
Whiskey,Der Whisky,-,Der,Whisky,viski,0,moj,Moj viski,2
Mayor,Der Bürgermeister,Die Bürgermeister,Der,Bürgermeister,gradonačelnik,0,moj,Moj gradonačelnik,2
Click,Der Klick,Die Klicks,Der,Klick,klik,0,moj,Moj klik,2
Reputation,Der Ruf,Die Rufe,Der,Ruf,reputacija,1,moja,Moja reputacija,2
Miller,Der Müller,Die Müller,Der,Müller,mlinar,0,moj,Moj mlinar,2
Schedule,Der Zeitplan,Die Zeitpläne,Der,Zeitplan,raspored,0,moj,Moj raspored,2
Cemetery,Der Friedhof,Die Friedhöfe,Der,Friedhof,groblje,2,moje,Moje groblje,2
Instinct,Der Instinkt,Die Instinkte,Der,Instinkt,instinkt,0,moj,Moj instinkt,2
Nest,Das Nest,Die Nester,Das,Nest,gnijezdo,2,moje,Moje gnijezdo,2
German,Der Deutsche,Die Deutschen,Der,Deutsche,njemački,0,moj,Moj njemački,2
Monk,Der Mönch,Die Mönche,Der,Mönch,redovnik,0,moj,Moj redovnik,2
Worm,Der Wurm,Die Würmer,Der,Wurm,crv,0,moj,Moj crv,2
Document,Das Dokument,Die Dokumente,Das,Dokument,dokument,0,moj,Moj dokument,2
Dancer,Der Tänzer,Die Tänzer,Der,Tänzer,plesačica,1,moja,Moja plesačica,2
Insurance,Die Versicherung,Die Versicherungen,Die,Versicherung,osiguranje,2,moje,Moje osiguranje,2
Mattress,Die Matratze,Die Matratzen,Die,Matratze,madrac,0,moj,Moj madrac,2
Clinic,Die Klinik,Die Kliniken,Die,Klinik,klinika,1,moja,Moja klinika,2
Ad,Die Anzeige,Die Anzeigen,Die,Anzeige,oglas,0,moj,Moj oglas,2
Kit,Das Set,Die Sets,Das,Set,set,0,moj,Moj set,2
Communication,Die Kommunikation,Die Kommunikationen,Die,Kommunikation,komunikacija,1,moja,Moja komunikacija,2
Disaster,Die Katastrophe,Die Katastrophen,Die,Katastrophe,katastrofa,1,moja,Moja katastrofa,2
Tile,Die Fliese,Die Fliesen,Die,Fliese,pločica,1,moja,Moja pločica,2
Receiver,Der Empfänger,Die Empfänger,Der,Empfänger,primatelj,0,moj,Moj primatelj,2
Roar,Das Gebrüll,-,Das,Gebrüll,rika,1,moja,Moja rika,2
Troop,Die Truppe,Die Truppen,Die,Truppe,trupa,1,moja,Moja trupa,2
Coffin,Der Sarg,Die Särge,Der,Sarg,lijes,0,moj,Moj lijes,2
Friendship,Die Freundschaft,Die Freundschaften,Die,Freundschaft,prijateljstvo,2,moje,Moje prijateljstvo,2
Investigation,Die Untersuchung,Die Untersuchungen,Die,Untersuchung,istraga,1,moja,Moja istraga,2
Sale,Der Verkauf,Die Verkäufe,Der,Verkauf,prodaja,1,moja,Moja prodaja,2
Moonlight,Das Mondschein,-,Das,Mondschein,mjesečina,1,moja,Moja mjesečina,2
Wool,Die Wolle,-,Die,Wolle,vuna,1,moja,Moja vuna,2
Mac,Der Regenmantel,Die Regenmäntel,Der,Regenmantel,baloner,0,moj,Moj baloner,2
Minister,Der Minister,Die Minister,Der,Minister,ministar,0,moj,Moj ministar,2
Entry,Der Eintrag,Die Einträge,Der,Eintrag,unos,0,moj,Moj unos,2
Thief,Der Dieb,Die Diebe,Der,Dieb,lopov,0,moj,Moj lopov,2
Briefcase,Der Aktenkoffer,Die Aktentaschen,Der,Aktenkoffer,aktovka,1,moja,Moja aktovka,2
Navy,Die Marine,Die Marinen,Die,Marine,mornarica,1,moja,Moja mornarica,2
Insect,Das Insekt,Die Insekten,Das,Insekt,kukac,0,moj,Moj kukac,2
Velvet,Der Samt,-,Der,Samt,baršun,0,moj,Moj baršun,2
Bee,Die Biene,Die Bienen,Die,Biene,pčela,1,moja,Moja pčela,2
Gene,Das Gen,Die Gene,Das,Gen,gen,0,moj,Moj gen,2
Salad,Der Salat,Die Salate,Der,Salat,salata,1,moja,Moja salata,2
Shuttle,Das Shuttle,Die Shuttle,Das,Shuttle,shuttle,0,moj,Moj shuttle,2
Challenge,Die Herausforderung,Die Herausforderungen,Die,Herausforderung,izazov,0,moj,Moj izazov,2
Satisfaction,Die Zufriedenheit,-,Die,Zufriedenheit,zadovoljstvo,2,moje,Moje zadovoljstvo,2
Product,Das Produkt,Die Produkte,Das,Produkt,proizvod,0,moj,Moj proizvod,2
Weed,Das Unkraut,-,Das,Unkraut,korov,0,moj,Moj korov,2
Stretch,Der Stretch,-,Der,Stretch,rastezanje,2,moje,Moje rastezanje,2
Gym,Das Fitnessstudio,Die Fitnessstudios,Das,Fitnessstudio,teretana,1,moja,Moja teretana,2
Paw,Die Pfote,Die Pfoten,Die,Pfote,šapa,1,moja,Moja šapa,2
Fort,Das Fort,Die Forts,Das,Fort,tvrđava,1,moja,Moja tvrđava,2
Poster,Das Poster,Die Poster,Das,Poster,poster,0,moj,Moj poster,2
Vampire,Der Vampir,Die Vampire,Der,Vampir,vampir,0,moj,Moj vampir,2
Shaft,Der Schaft,Die Schäfte,Der,Schaft,osovina,1,moja,Moja osovina,2
Identity,Die Identität,Die Identitäten,Die,Identität,identitet,0,moj,Moj identitet,2
Asshole,Das Arschloch,Die Arschlöcher,Das,Arschloch,šupak,0,moj,Moj šupak,2
Parlor,Der Salon,Die Salons,Der,Salon,salon,0,moj,Moj salon,2
Example,Das Beispiel,Die Beispiele,Das,Beispiel,primjer,0,moj,Moj primjer,2
Golf,Der Golf,(usually uncountable),Der,Golf,golf,0,moj,Moj golf,2
Quilt,Die Steppdecke,Die Steppdecken,Die,Steppdecke,poplun,0,moj,Moj poplun,2
Tax,Die Steuer,Die Steuern,Die,Steuer,porez,0,moj,Moj porez,2
Fold,Die Falte,Die Falten,Die,Falte,bora,1,moja,Moja bora,2
Portrait,Das Porträt,Die Porträts,Das,Porträt,portret,0,moj,Moj portret,2
Tissue,Das Gewebe,Die Gewebe,Das,Gewebe,tkivo,2,moje,Moje tkivo,2
Costume,Das Kostüm,Die Kostüme,Das,Kostüm,kostim,0,moj,Moj kostim,2
Measure,Das Maß,Die Maße,Das,Maß,mjerenje,2,moje,Moje mjerenje,2
Carriage,Die Kutsche,Die Kutschen,Die,Kutsche,kočija,1,moja,Moja kočija,2
Guitar,Die Gitarre,Die Gitarren,Die,Gitarre,gitara,1,moja,Moja gitara,2
Knight,Der Ritter,Die Ritter,Der,Ritter,vitez,0,moj,Moj vitez,2
Rank,Der Rang,Die Ränge,Der,Rang,čin,0,moj,Moj čin,2
Fountain,Der Brunnen,Die Brunnen,Der,Brunnen,bunar,0,moj,Moj bunar,2
Load,Die Ladung,Die Ladungen,Die,Ladung,teret,0,moj,Moj teret,2
Spark,Der Funke,Die Funken,Der,Funke,iskra,1,moja,Moja iskra,2
Waste,Der Abfall,(usually uncountable),Der,Abfall,otpad,0,moj,Moj otpad,2
Champagne,Der Champagner,(usually uncountable),Der,Champagner,šampanjac,0,moj,Moj šampanjac,2
Judgment,Das Urteil,Die Urteile,Das,Urteil,presuda,1,moja,Moja presuda,2
Sympathy,Das Mitgefühl,(usually uncountable),Das,Mitgefühl,suosjećanje,2,moje,Moje suosjećanje,2
Violet,Das Veilchen,Die Veilchen,Das,Veilchen,ljubičica,1,moja,Moja ljubičica,2
Disappointment,Die Enttäuschung,Die Enttäuschungen,Die,Enttäuschung,razočaranje,2,moje,Moje razočaranje,2
Consciousness,Das Bewusstsein,(usually uncountable),Das,Bewusstsein,svijest,1,moja,Moja svijest,2
Handkerchief,Das Taschentuch,Die Taschentücher,Das,Taschentuch,rupčić,0,moj,Moj rupčić,2
Perfume,Das Parfüm,Die Parfüms,Das,Parfüm,parfem,0,moj,Moj parfem,2
Claim,Die Forderung,Die Forderungen,Die,Forderung,zahtjev,0,moj,Moj zahtjev,2
Crown,Die Krone,Die Kronen,Die,Krone,kruna,1,moja,Moja kruna,2
License,Die Lizenz,Die Lizenzen,Die,Lizenz,licenca,1,moja,Moja licenca,2
Balloon,Der Ballon,Die Ballons,Der,Ballon,balon,0,moj,Moj balon,2
Chaos,Das Chaos,(usually uncountable),Das,Chaos,kaos,0,moj,Moj kaos,2
Fever,Das Fieber,(usually uncountable),Das,Fieber,groznica,1,moja,Moja groznica,2
Locker,Der Schließfach,Die Schließfächer,Der,Schließfach,ormarić,0,moj,Moj ormarić,2
Session,Die Sitzung,Die Sitzungen,Die,Sitzung,sesija,1,moja,Moja sesija,2
Burst,Der Ausbruch,Die Ausbrüche,Der,Ausbruch,ispad,0,moj,Moj ispad,2
Drum,Die Trommel,Die Trommeln,Die,Trommel,bubanj,0,moj,Moj bubanj,2
Focus,Der Fokus,Die Foki,Der,Fokus,fokus,0,moj,Moj fokus,2
Frog,Der Frosch,Die Frösche,Der,Frosch,žaba,1,moja,Moja žaba,2
Benefit,Der Nutzen,Die Nutzen,Der,Nutzen,prednosti,2,moje,Moje prednosti,2
Remark,Die Bemerkung,Die Bemerkungen,Die,Bemerkung,napomena,1,moja,Moja napomena,2
Tide,Die Flut,Die Fluten,Die,Flut,poplava,1,moja,Moja poplava,2
Jeep,Der Jeep,Die Jeeps,Der,Jeep,jeep,0,moj,Moj Jeep,2
Literature,Die Literatur,(usually uncountable),Die,Literatur,književnost,1,moja,Moja književnost,2
Archer,Der Bogenschütze,Die Bogenschützen,Der,Bogenschütze,strijelac,0,moj,Moj strijelac,2
Household,Der Haushalt,Die Haushalte,Der,Haushalt,kućanstvo,2,moje,Moje kućanstvo,2
Powder,Das Pulver,Die Pulver,Das,Pulver,puder,0,moj,Moj puder,2
Shepherd,Der Hirte,Die Hirten,Der,Hirte,pastir,0,moj,Moj pastir,2
Lens,Die Linse,Die Linsen,Die,Linse,objektiv,0,moj,Moj objektiv,2
Favorite,Der Favorit,Die Favoriten,Der,Favorit,omiljeni,0,moj,Moj omiljeni,2
Mansion,Die Villa,Die Villen,Die,Villa,vila,1,moja,Moja vila,2
Boom,Der Boom,Die Booms,Der,Boom,procvat,0,moj,Moj procvat,2
Reception,Der Empfang,Die Empfänge,Der,Empfang,prijem,0,moj,Moj prijem,2
Glare,Das Blenden,(usually uncountable),Das,Blenden,zasljepljivanje,2,moje,Moje zasljepljivanje,2
Cafe,Das Café,Die Cafés,Das,Café,kafić,0,moj,Moj kafić,2
Status,Der Status,Die Stati,Der,Status,status,0,moj,Moj status,2
Rocket,Die Rakete,Die Raketen,Die,Rakete,raketa,1,moja,Moja raketa,2
Canyon,Die Schlucht,Die Schluchten,Die,Schlucht,klanac,0,moj,Moj klanac,2
Spider,Die Spinne,Die Spinnen,Die,Spinne,pauk,0,moj,Moj pauk,2
